Year,Age,Gender,Educational Attainment,Personal Income,Population Count
1/1/2012,18 to 64,Female,No high school diploma,"$10,000 to $14,999",249688.00
1/1/2012,18 to 64,Female,No high school diploma,"$15,000 to $24,999",335644.00
1/1/2012,18 to 64,Female,No high school diploma,"$25,000 to $34,999",98037.00
1/1/2012,18 to 64,Female,No high school diploma,"$35,000 to $49,999",31925.00
1/1/2012,18 to 64,Female,No high school diploma,"$50,000 to $74,999",7581.00
1/1/2012,18 to 64,Female,No high school diploma,"$75,000 and over",4142.00
1/1/2012,18 to 64,Female,High school or equivalent,No Income,569172.00
1/1/2012,18 to 64,Female,High school or equivalent,"$5,000 to $9,999",289183.00
1/1/2012,18 to 64,Female,High school or equivalent,"$10,000 to $14,999",285836.00
1/1/2012,18 to 64,Female,High school or equivalent,"$15,000 to $24,999",478261.00
1/1/2012,18 to 64,Female,High school or equivalent,"$25,000 to $34,999",317656.00
1/1/2012,18 to 64,Female,High school or equivalent,"$35,000 to $49,999",255299.00
1/1/2012,18 to 64,Female,High school or equivalent,"$50,000 to $74,999",132765.00
1/1/2012,18 to 64,Female,High school or equivalent,"$75,000 and over",55907.00
1/1/2012,18 to 64,Female,"Some college, less than 4-yr degree",No Income,544361.00
1/1/2012,18 to 64,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",375121.00
1/1/2012,18 to 64,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",364362.00
1/1/2012,18 to 64,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",609758.00
1/1/2012,18 to 64,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",456854.00
1/1/2012,18 to 64,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",471354.00
1/1/2012,18 to 64,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",340166.00
1/1/2012,18 to 64,Female,"Some college, less than 4-yr degree","$75,000 and over",200267.00
1/1/2012,18 to 64,Female,Bachelor's degree or higher,No Income,337101.00
1/1/2012,18 to 64,Female,Bachelor's degree or higher,"$5,000 to $9,999",181728.00
1/1/2012,18 to 64,Female,Bachelor's degree or higher,"$10,000 to $14,999",147701.00
1/1/2012,18 to 64,Female,Bachelor's degree or higher,"$15,000 to $24,999",283574.00
1/1/2012,18 to 64,Female,Bachelor's degree or higher,"$25,000 to $34,999",310527.00
1/1/2012,18 to 64,Female,Bachelor's degree or higher,"$35,000 to $49,999",485498.00
1/1/2012,18 to 64,Female,Bachelor's degree or higher,"$50,000 to $74,999",684421.00
1/1/2012,18 to 64,Female,Bachelor's degree or higher,"$75,000 and over",829905.00
1/1/2012,65 to 80+,Male,No high school diploma,No Income,43797.00
1/1/2012,65 to 80+,Male,No high school diploma,"$5,000 to $9,999",66775.00
1/1/2012,65 to 80+,Male,No high school diploma,"$10,000 to $14,999",87788.00
1/1/2012,65 to 80+,Male,No high school diploma,"$15,000 to $24,999",75781.00
1/1/2012,65 to 80+,Male,No high school diploma,"$25,000 to $34,999",38125.00
1/1/2012,65 to 80+,Male,No high school diploma,"$35,000 to $49,999",19530.00
1/1/2012,65 to 80+,Male,No high school diploma,"$50,000 to $74,999",12515.00
1/1/2012,65 to 80+,Male,No high school diploma,"$75,000 and over",7813.00
1/1/2012,65 to 80+,Male,High school or equivalent,No Income,0.00
1/1/2012,65 to 80+,Male,High school or equivalent,"$5,000 to $9,999",34505.00
1/1/2012,65 to 80+,Male,High school or equivalent,"$10,000 to $14,999",42768.00
1/1/2012,65 to 80+,Male,High school or equivalent,"$15,000 to $24,999",122757.00
1/1/2012,65 to 80+,Male,High school or equivalent,"$25,000 to $34,999",63083.00
1/1/2012,65 to 80+,Male,High school or equivalent,"$35,000 to $49,999",62391.00
1/1/2012,65 to 80+,Male,High school or equivalent,"$50,000 to $74,999",21505.00
1/1/2012,65 to 80+,Male,High school or equivalent,"$75,000 and over",21430.00
1/1/2012,65 to 80+,Male,"Some college, less than 4-yr degree",No Income,6274.00
1/1/2012,65 to 80+,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",27496.00
1/1/2012,65 to 80+,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",62706.00
1/1/2012,65 to 80+,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",106452.00
1/1/2012,65 to 80+,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",81133.00
1/1/2012,65 to 80+,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",74258.00
1/1/2012,65 to 80+,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",61326.00
1/1/2012,65 to 80+,Male,"Some college, less than 4-yr degree","$75,000 and over",59412.00
1/1/2012,65 to 80+,Male,Bachelor's degree or higher,No Income,14562.00
1/1/2012,65 to 80+,Male,Bachelor's degree or higher,"$5,000 to $9,999",16823.00
1/1/2012,65 to 80+,Male,Bachelor's degree or higher,"$10,000 to $14,999",39590.00
1/1/2012,65 to 80+,Male,Bachelor's degree or higher,"$15,000 to $24,999",106794.00
1/1/2012,65 to 80+,Male,Bachelor's degree or higher,"$25,000 to $34,999",107542.00
1/1/2012,65 to 80+,Male,Bachelor's degree or higher,"$35,000 to $49,999",91063.00
1/1/2012,65 to 80+,Male,Bachelor's degree or higher,"$50,000 to $74,999",136530.00
1/1/2012,65 to 80+,Male,Bachelor's degree or higher,"$75,000 and over",207930.00
1/1/2012,65 to 80+,Female,No high school diploma,No Income,78939.00
1/1/2012,65 to 80+,Female,No high school diploma,"$5,000 to $9,999",171363.00
1/1/2012,65 to 80+,Female,No high school diploma,"$10,000 to $14,999",128893.00
1/1/2012,65 to 80+,Female,No high school diploma,"$15,000 to $24,999",93246.00
1/1/2012,65 to 80+,Female,No high school diploma,"$25,000 to $34,999",8966.00
1/1/2012,65 to 80+,Female,No high school diploma,"$35,000 to $49,999",9325.00
1/1/2012,65 to 80+,Female,No high school diploma,"$50,000 to $74,999",9308.00
1/1/2012,65 to 80+,Female,High school or equivalent,No Income,40812.00
1/1/2012,65 to 80+,Female,High school or equivalent,"$5,000 to $9,999",138731.00
1/1/2012,65 to 80+,Female,High school or equivalent,"$10,000 to $14,999",168905.00
1/1/2012,65 to 80+,Female,High school or equivalent,"$15,000 to $24,999",202994.00
1/1/2012,65 to 80+,Female,High school or equivalent,"$25,000 to $34,999",65999.00
1/1/2012,65 to 80+,Female,High school or equivalent,"$35,000 to $49,999",43410.00
1/1/2012,65 to 80+,Female,High school or equivalent,"$50,000 to $74,999",35359.00
1/1/2012,65 to 80+,Female,High school or equivalent,"$75,000 and over",26205.00
1/1/2012,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,28392.00
1/1/2012,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",57101.00
1/1/2012,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",103317.00
1/1/2012,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",146503.00
1/1/2012,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",84364.00
1/1/2012,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",34919.00
1/1/2012,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",43737.00
1/1/2012,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",23888.00
1/1/2012,65 to 80+,Female,Bachelor's degree or higher,No Income,11184.00
1/1/2012,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",61123.00
1/1/2012,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",71204.00
1/1/2012,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",81556.00
1/1/2012,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",68744.00
1/1/2012,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",99010.00
1/1/2012,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",75288.00
1/1/2012,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",71088.00
1/1/2013,00 to 17,Male,Children under 15,No Income,0.00
1/1/2013,00 to 17,Male,No high school diploma,No Income,660627.00
1/1/2013,00 to 17,Male,No high school diploma,"$5,000 to $9,999",14929.00
1/1/2013,00 to 17,Male,No high school diploma,"$10,000 to $14,999",4907.00
1/1/2013,00 to 17,Male,No high school diploma,"$15,000 to $24,999",6336.00
1/1/2013,00 to 17,Male,No high school diploma,"$25,000 to $34,999",1435.00
1/1/2013,00 to 17,Male,High school or equivalent,No Income,0.00
1/1/2013,00 to 17,Male,High school or equivalent,"$5,000 to $9,999",1405.00
1/1/2013,00 to 17,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",0.00
1/1/2013,00 to 17,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",2212.00
1/1/2013,00 to 17,Female,Children under 15,No Income,0.00
1/1/2013,00 to 17,Female,No high school diploma,No Income,652219.00
1/1/2013,00 to 17,Female,No high school diploma,"$5,000 to $9,999",21792.00
1/1/2013,00 to 17,Female,No high school diploma,"$10,000 to $14,999",10299.00
1/1/2013,00 to 17,Female,No high school diploma,"$15,000 to $24,999",5073.00
1/1/2013,00 to 17,Female,High school or equivalent,No Income,8651.00
1/1/2013,00 to 17,Female,High school or equivalent,"$5,000 to $9,999",8226.00
1/1/2013,00 to 17,Female,"Some college, less than 4-yr degree",No Income,4419.00
1/1/2013,00 to 17,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",1956.00
1/1/2013,00 to 17,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",1689.00
1/1/2013,00 to 17,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",1283.00
1/1/2013,00 to 17,Female,Bachelor's degree or higher,"$15,000 to $24,999",0.00
1/1/2013,18 to 64,Male,No high school diploma,No Income,348812.00
1/1/2013,18 to 64,Male,No high school diploma,"$5,000 to $9,999",209881.00
1/1/2013,18 to 64,Male,No high school diploma,"$10,000 to $14,999",248722.00
1/1/2013,18 to 64,Male,No high school diploma,"$15,000 to $24,999",473160.00
1/1/2013,18 to 64,Male,No high school diploma,"$25,000 to $34,999",287918.00
1/1/2013,18 to 64,Male,No high school diploma,"$35,000 to $49,999",163709.00
1/1/2013,18 to 64,Male,No high school diploma,"$50,000 to $74,999",86281.00
1/1/2013,18 to 64,Male,No high school diploma,"$75,000 and over",30760.00
1/1/2013,18 to 64,Male,High school or equivalent,No Income,372961.00
1/1/2013,18 to 64,Male,High school or equivalent,"$5,000 to $9,999",184943.00
1/1/2013,18 to 64,Male,High school or equivalent,"$10,000 to $14,999",258773.00
1/1/2013,18 to 64,Male,High school or equivalent,"$15,000 to $24,999",425530.00
1/1/2013,18 to 64,Male,High school or equivalent,"$25,000 to $34,999",438925.00
1/1/2013,18 to 64,Male,High school or equivalent,"$35,000 to $49,999",456199.00
1/1/2013,18 to 64,Male,High school or equivalent,"$50,000 to $74,999",334524.00
1/1/2013,18 to 64,Male,High school or equivalent,"$75,000 and over",235147.00
1/1/2013,18 to 64,Male,"Some college, less than 4-yr degree",No Income,356010.00
1/1/2013,18 to 64,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",258589.00
1/1/2013,18 to 64,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",287720.00
1/1/2013,18 to 64,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",502982.00
1/1/2013,18 to 64,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",432793.00
1/1/2013,18 to 64,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",473400.00
1/1/2013,18 to 64,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",449846.00
1/1/2013,18 to 64,Male,"Some college, less than 4-yr degree","$75,000 and over",490899.00
1/1/2013,18 to 64,Male,Bachelor's degree or higher,No Income,138459.00
1/1/2013,18 to 64,Male,Bachelor's degree or higher,"$5,000 to $9,999",67986.00
1/1/2013,18 to 64,Male,Bachelor's degree or higher,"$10,000 to $14,999",125136.00
1/1/2013,18 to 64,Male,Bachelor's degree or higher,"$15,000 to $24,999",252257.00
1/1/2013,18 to 64,Male,Bachelor's degree or higher,"$25,000 to $34,999",282909.00
1/1/2013,18 to 64,Male,Bachelor's degree or higher,"$35,000 to $49,999",405494.00
1/1/2013,18 to 64,Male,Bachelor's degree or higher,"$50,000 to $74,999",599541.00
1/1/2013,18 to 64,Male,Bachelor's degree or higher,"$75,000 and over",1643095.00
1/1/2013,18 to 64,Female,No high school diploma,No Income,637445.00
1/1/2013,18 to 64,Female,No high school diploma,"$5,000 to $9,999",225537.00
1/1/2013,18 to 64,Female,No high school diploma,"$10,000 to $14,999",229231.00
1/1/2013,18 to 64,Female,No high school diploma,"$15,000 to $24,999",284092.00
1/1/2013,18 to 64,Female,No high school diploma,"$25,000 to $34,999",99143.00
1/1/2013,18 to 64,Female,No high school diploma,"$35,000 to $49,999",52571.00
1/1/2013,18 to 64,Female,No high school diploma,"$50,000 to $74,999",15944.00
1/1/2013,18 to 64,Female,No high school diploma,"$75,000 and over",3886.00
1/1/2013,18 to 64,Female,High school or equivalent,No Income,664769.00
1/1/2013,18 to 64,Female,High school or equivalent,"$5,000 to $9,999",245728.00
1/1/2013,18 to 64,Female,High school or equivalent,"$10,000 to $14,999",265604.00
1/1/2013,18 to 64,Female,High school or equivalent,"$15,000 to $24,999",466935.00
1/1/2013,18 to 64,Female,High school or equivalent,"$25,000 to $34,999",293672.00
1/1/2013,18 to 64,Female,High school or equivalent,"$35,000 to $49,999",238689.00
1/1/2013,18 to 64,Female,High school or equivalent,"$50,000 to $74,999",134465.00
1/1/2013,18 to 64,Female,High school or equivalent,"$75,000 and over",61381.00
1/1/2013,18 to 64,Female,"Some college, less than 4-yr degree",No Income,531822.00
1/1/2013,18 to 64,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",380107.00
1/1/2013,18 to 64,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",384072.00
1/1/2013,18 to 64,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",617513.00
1/1/2013,18 to 64,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",453189.00
1/1/2013,18 to 64,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",497833.00
1/1/2013,18 to 64,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",399381.00
1/1/2013,18 to 64,Female,"Some college, less than 4-yr degree","$75,000 and over",200690.00
1/1/2013,18 to 64,Female,Bachelor's degree or higher,No Income,325064.00
1/1/2013,18 to 64,Female,Bachelor's degree or higher,"$5,000 to $9,999",199405.00
1/1/2013,18 to 64,Female,Bachelor's degree or higher,"$10,000 to $14,999",160795.00
1/1/2013,18 to 64,Female,Bachelor's degree or higher,"$15,000 to $24,999",350595.00
1/1/2013,18 to 64,Female,Bachelor's degree or higher,"$25,000 to $34,999",340393.00
1/1/2013,18 to 64,Female,Bachelor's degree or higher,"$35,000 to $49,999",510047.00
1/1/2013,18 to 64,Female,Bachelor's degree or higher,"$50,000 to $74,999",675331.00
1/1/2013,18 to 64,Female,Bachelor's degree or higher,"$75,000 and over",917079.00
1/1/2013,65 to 80+,Male,No high school diploma,No Income,32602.00
1/1/2013,65 to 80+,Male,No high school diploma,"$5,000 to $9,999",75138.00
1/1/2013,65 to 80+,Male,No high school diploma,"$10,000 to $14,999",102504.00
1/1/2013,65 to 80+,Male,No high school diploma,"$15,000 to $24,999",59541.00
1/1/2013,65 to 80+,Male,No high school diploma,"$25,000 to $34,999",23400.00
1/1/2013,65 to 80+,Male,No high school diploma,"$35,000 to $49,999",21275.00
1/1/2013,65 to 80+,Male,No high school diploma,"$50,000 to $74,999",24001.00
1/1/2013,65 to 80+,Male,High school or equivalent,No Income,13764.00
1/1/2013,65 to 80+,Male,High school or equivalent,"$5,000 to $9,999",41378.00
1/1/2013,65 to 80+,Male,High school or equivalent,"$10,000 to $14,999",53241.00
1/1/2013,65 to 80+,Male,High school or equivalent,"$15,000 to $24,999",112400.00
1/1/2013,65 to 80+,Male,High school or equivalent,"$25,000 to $34,999",74106.00
1/1/2013,65 to 80+,Male,High school or equivalent,"$35,000 to $49,999",52529.00
1/1/2013,65 to 80+,Male,High school or equivalent,"$50,000 to $74,999",26962.00
1/1/2013,65 to 80+,Male,High school or equivalent,"$75,000 and over",26720.00
1/1/2013,65 to 80+,Male,"Some college, less than 4-yr degree",No Income,4295.00
1/1/2013,65 to 80+,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",21398.00
1/1/2013,65 to 80+,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",38857.00
1/1/2013,65 to 80+,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",121937.00
1/1/2013,65 to 80+,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",90111.00
1/1/2013,65 to 80+,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",86950.00
1/1/2013,65 to 80+,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",72542.00
1/1/2013,65 to 80+,Male,"Some college, less than 4-yr degree","$75,000 and over",70476.00
1/1/2013,65 to 80+,Male,Bachelor's degree or higher,No Income,24761.00
1/1/2013,65 to 80+,Male,Bachelor's degree or higher,"$5,000 to $9,999",33040.00
1/1/2013,65 to 80+,Male,Bachelor's degree or higher,"$10,000 to $14,999",40105.00
1/1/2013,65 to 80+,Male,Bachelor's degree or higher,"$15,000 to $24,999",125756.00
1/1/2013,65 to 80+,Male,Bachelor's degree or higher,"$25,000 to $34,999",89569.00
1/1/2013,65 to 80+,Male,Bachelor's degree or higher,"$35,000 to $49,999",88804.00
1/1/2013,65 to 80+,Male,Bachelor's degree or higher,"$50,000 to $74,999",122689.00
1/1/2013,65 to 80+,Male,Bachelor's degree or higher,"$75,000 and over",250033.00
1/1/2013,65 to 80+,Female,No high school diploma,No Income,70893.00
1/1/2013,65 to 80+,Female,No high school diploma,"$5,000 to $9,999",150694.00
1/1/2013,65 to 80+,Female,No high school diploma,"$10,000 to $14,999",177955.00
1/1/2013,65 to 80+,Female,No high school diploma,"$15,000 to $24,999",46652.00
1/1/2013,65 to 80+,Female,No high school diploma,"$25,000 to $34,999",11131.00
1/1/2013,65 to 80+,Female,No high school diploma,"$35,000 to $49,999",8609.00
1/1/2013,65 to 80+,Female,No high school diploma,"$50,000 to $74,999",7600.00
1/1/2013,65 to 80+,Female,No high school diploma,"$75,000 and over",3026.00
1/1/2013,65 to 80+,Female,High school or equivalent,No Income,43226.00
1/1/2013,65 to 80+,Female,High school or equivalent,"$5,000 to $9,999",112957.00
1/1/2013,65 to 80+,Female,High school or equivalent,"$10,000 to $14,999",194765.00
1/1/2013,65 to 80+,Female,High school or equivalent,"$15,000 to $24,999",221218.00
1/1/2013,65 to 80+,Female,High school or equivalent,"$25,000 to $34,999",36333.00
1/1/2013,65 to 80+,Female,High school or equivalent,"$35,000 to $49,999",29427.00
1/1/2013,65 to 80+,Female,High school or equivalent,"$50,000 to $74,999",20412.00
1/1/2013,65 to 80+,Female,High school or equivalent,"$75,000 and over",8493.00
1/1/2013,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,13731.00
1/1/2013,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",85075.00
1/1/2013,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",131819.00
1/1/2013,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",181219.00
1/1/2013,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",56178.00
1/1/2013,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",49614.00
1/1/2013,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",57827.00
1/1/2013,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",39607.00
1/1/2013,65 to 80+,Female,Bachelor's degree or higher,No Income,29147.00
1/1/2013,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",48558.00
1/1/2013,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",87412.00
1/1/2013,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",94601.00
1/1/2013,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",58537.00
1/1/2013,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",49722.00
1/1/2013,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",70534.00
1/1/2013,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",94383.00
1/1/2014,00 to 17,Male,Children under 15,No Income,0.00
1/1/2014,00 to 17,Male,No high school diploma,No Income,610313.00
1/1/2014,00 to 17,Male,No high school diploma,"$5,000 to $9,999",26380.00
1/1/2014,00 to 17,Male,No high school diploma,"$10,000 to $14,999",11857.00
1/1/2014,00 to 17,Male,No high school diploma,"$15,000 to $24,999",3920.00
1/1/2014,00 to 17,Male,High school or equivalent,No Income,15741.00
1/1/2014,00 to 17,Male,High school or equivalent,"$5,000 to $9,999",2048.00
1/1/2014,00 to 17,Male,High school or equivalent,"$10,000 to $14,999",4355.00
1/1/2014,00 to 17,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",1664.00
1/1/2014,00 to 17,Female,Children under 15,No Income,0.00
1/1/2014,00 to 17,Female,No high school diploma,No Income,639596.00
1/1/2014,00 to 17,Female,No high school diploma,"$5,000 to $9,999",15795.00
1/1/2014,00 to 17,Female,No high school diploma,"$10,000 to $14,999",13768.00
1/1/2014,00 to 17,Female,No high school diploma,"$50,000 to $74,999",3265.00
1/1/2014,00 to 17,Female,High school or equivalent,No Income,0.00
1/1/2014,00 to 17,Female,High school or equivalent,"$5,000 to $9,999",1583.00
1/1/2014,00 to 17,Female,High school or equivalent,"$15,000 to $24,999",3116.00
1/1/2014,00 to 17,Female,High school or equivalent,"$25,000 to $34,999",2190.00
1/1/2014,00 to 17,Female,"Some college, less than 4-yr degree",No Income,0.00
1/1/2014,00 to 17,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",1356.00
1/1/2014,00 to 17,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",2776.00
1/1/2014,00 to 17,Female,Bachelor's degree or higher,"$10,000 to $14,999",0.00
1/1/2014,00 to 17,Female,Bachelor's degree or higher,"$15,000 to $24,999",2471.00
1/1/2014,18 to 64,Male,No high school diploma,No Income,376783.00
1/1/2014,18 to 64,Male,No high school diploma,"$5,000 to $9,999",158572.00
1/1/2014,18 to 64,Male,No high school diploma,"$10,000 to $14,999",231957.00
1/1/2014,18 to 64,Male,No high school diploma,"$15,000 to $24,999",460129.00
1/1/2014,18 to 64,Male,No high school diploma,"$25,000 to $34,999",288460.00
1/1/2014,18 to 64,Male,No high school diploma,"$35,000 to $49,999",194888.00
1/1/2014,18 to 64,Male,No high school diploma,"$50,000 to $74,999",104646.00
1/1/2014,18 to 64,Male,No high school diploma,"$75,000 and over",54734.00
1/1/2014,18 to 64,Male,High school or equivalent,No Income,405204.00
1/1/2014,18 to 64,Male,High school or equivalent,"$5,000 to $9,999",238754.00
1/1/2014,18 to 64,Male,High school or equivalent,"$10,000 to $14,999",200365.00
1/1/2014,18 to 64,Male,High school or equivalent,"$15,000 to $24,999",520580.00
1/1/2014,18 to 64,Male,High school or equivalent,"$25,000 to $34,999",467906.00
1/1/2014,18 to 64,Male,High school or equivalent,"$35,000 to $49,999",418051.00
1/1/2014,18 to 64,Male,High school or equivalent,"$50,000 to $74,999",322511.00
1/1/2014,18 to 64,Male,High school or equivalent,"$75,000 and over",227515.00
1/1/2014,18 to 64,Male,"Some college, less than 4-yr degree",No Income,343156.00
1/1/2014,18 to 64,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",255129.00
1/1/2014,18 to 64,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",278291.00
1/1/2014,18 to 64,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",556174.00
1/1/2014,18 to 64,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",371185.00
1/1/2014,18 to 64,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",495675.00
1/1/2014,18 to 64,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",423087.00
1/1/2014,18 to 64,Male,"Some college, less than 4-yr degree","$75,000 and over",495187.00
1/1/2014,18 to 64,Male,Bachelor's degree or higher,No Income,181482.00
1/1/2014,18 to 64,Male,Bachelor's degree or higher,"$5,000 to $9,999",86481.00
1/1/2014,18 to 64,Male,Bachelor's degree or higher,"$10,000 to $14,999",104462.00
1/1/2014,18 to 64,Male,Bachelor's degree or higher,"$15,000 to $24,999",233954.00
1/1/2014,18 to 64,Male,Bachelor's degree or higher,"$25,000 to $34,999",218789.00
1/1/2014,18 to 64,Male,Bachelor's degree or higher,"$35,000 to $49,999",357532.00
1/1/2014,18 to 64,Male,Bachelor's degree or higher,"$50,000 to $74,999",682425.00
1/1/2014,18 to 64,Male,Bachelor's degree or higher,"$75,000 and over",1628605.00
1/1/2014,18 to 64,Female,No high school diploma,No Income,723208.00
1/1/2014,18 to 64,Female,No high school diploma,"$5,000 to $9,999",239883.00
1/1/2014,18 to 64,Female,No high school diploma,"$10,000 to $14,999",189839.00
1/1/2014,18 to 64,Female,No high school diploma,"$15,000 to $24,999",277974.00
1/1/2014,18 to 64,Female,No high school diploma,"$25,000 to $34,999",120389.00
1/1/2014,18 to 64,Female,No high school diploma,"$35,000 to $49,999",43218.00
1/1/2014,18 to 64,Female,No high school diploma,"$50,000 to $74,999",14635.00
1/1/2014,18 to 64,Female,No high school diploma,"$75,000 and over",2058.00
1/1/2014,18 to 64,Female,High school or equivalent,No Income,670294.00
1/1/2014,18 to 64,Female,High school or equivalent,"$5,000 to $9,999",266348.00
1/1/2014,18 to 64,Female,High school or equivalent,"$10,000 to $14,999",272824.00
1/1/2014,18 to 64,Female,High school or equivalent,"$15,000 to $24,999",453432.00
1/1/2014,18 to 64,Female,High school or equivalent,"$25,000 to $34,999",318868.00
1/1/2014,18 to 64,Female,High school or equivalent,"$35,000 to $49,999",245318.00
1/1/2014,18 to 64,Female,High school or equivalent,"$50,000 to $74,999",128589.00
1/1/2014,18 to 64,Female,High school or equivalent,"$75,000 and over",52375.00
1/1/2014,18 to 64,Female,"Some college, less than 4-yr degree",No Income,581907.00
1/1/2014,18 to 64,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",404151.00
1/1/2014,18 to 64,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",389764.00
1/1/2014,18 to 64,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",483518.00
1/1/2014,18 to 64,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",528017.00
1/1/2014,18 to 64,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",469153.00
1/1/2014,18 to 64,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",344454.00
1/1/2014,18 to 64,Female,"Some college, less than 4-yr degree","$75,000 and over",155579.00
1/1/2014,18 to 64,Female,Bachelor's degree or higher,No Income,359264.00
1/1/2014,18 to 64,Female,Bachelor's degree or higher,"$5,000 to $9,999",148975.00
1/1/2014,18 to 64,Female,Bachelor's degree or higher,"$10,000 to $14,999",206941.00
1/1/2014,18 to 64,Female,Bachelor's degree or higher,"$15,000 to $24,999",352744.00
1/1/2014,18 to 64,Female,Bachelor's degree or higher,"$25,000 to $34,999",340611.00
1/1/2014,18 to 64,Female,Bachelor's degree or higher,"$35,000 to $49,999",531019.00
1/1/2014,18 to 64,Female,Bachelor's degree or higher,"$50,000 to $74,999",660048.00
1/1/2014,18 to 64,Female,Bachelor's degree or higher,"$75,000 and over",953282.00
1/1/2014,65 to 80+,Male,No high school diploma,No Income,31263.00
1/1/2014,65 to 80+,Male,No high school diploma,"$5,000 to $9,999",40404.00
1/1/2014,65 to 80+,Male,No high school diploma,"$10,000 to $14,999",81810.00
